project,dataset,tableName,connection,tableType,lastModifiedBy,last ModifiedOn,data type
EOB_SUPRESSION_VOLUMES,tu_group_sas,,,UploadedFiles,a182377,02/01/2024,#N/A
EOB_SUPRESSION_VOLUMES,VOLUME_SUMMARY2_sas,,,UploadedFiles,a182377,02/02/2024,#N/A
EYORANALYSIS,plantab1_v,plantab1_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,24/04/2023,input data
EYORANALYSIS,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,24/04/2023,input data
EYORANALYSIS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,24/04/2023,input data
EYORANALYSIS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,cartemp,24/04/2023,input data
EYORANALYSIS,ey_guiding_base_data,,floss_s3,S3,cartemp,02/01/2024,intermediate storage
EYORANALYSIS,guiding_output,,floss_s3,S3,cartemp,02/01/2024,intermediate storage
GMCCHECKSALLPRACTITIONERS,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/12/2023,input data
GMCCHECKSALLPRACTITIONERS,gmc_full,gmc_full,bss_ssi_ukhflosc_hive,JDBC,a163101,26/09/2023,SSI
GMCCHECKSALLPRACTITIONERS,All_Practitioners_Z_removed,,floss_s3,S3,a163101,04/12/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,All_Practitioners_Z_removed,,floss_s3,S3,a163101,04/12/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,All_Practitioners_Z_with_GMC,,floss_s3,S3,a163101,26/09/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,Full_list_daily,,floss_s3,S3,a163101,26/09/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,status_distinct,,floss_s3,S3,a163101,12/12/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,status_distinct,,floss_s3,S3,a163101,12/12/2023,intermediate storage
GMCCHECKSALLPRACTITIONERS,Weekly_discrepancy_check,,floss_s3,S3,a163101,25/09/2023,intermediate storage
GUIDING_RESULTS_1,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,02/08/2023,input data
GUIDING_RESULTS_1,postcodes_with_area_details,postcodes_with_area_details,bss_ssi_ukhflosc_hive,JDBC,a200261,02/08/2023,SSI
GUIDING_RESULTS_1,postcodes_with_area_details,postcodes_with_area_details,bss_ssi_ukhflosc_hive,JDBC,a200261,02/08/2023,SSI
GUIDING_RESULTS_1,claims_sub_details,HEALTH_STRATEGY_HOSP_MIX_EDIT_claims_sub_details,bss_ukhflosc_mssql,SQLServer,a200261,01/08/2023,output storage
GUIDING_RESULTS_1,competitior_hosp,GUIDING_RESULTS_1_competitior_hosp,bss_ukhflosc_mssql,SQLServer,a200261,27/10/2023,output storage
GUIDING_RESULTS_1,guiding_output,GUIDING_RESULTS_1_guiding_output,bss_ukhflosc_mssql,SQLServer,a200261,27/10/2023,output storage
GUIDING_RESULTS_1,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,28/07/2023,output storage
GUIDING_RESULTS_1,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a200261,28/07/2023,input data
GUIDING_RESULTS_1,claims_visit,,floss_s3,S3,a200261,27/10/2023,intermediate storage
GUIDING_RESULTS_1,claims_visit,,floss_s3,S3,a200261,27/10/2023,intermediate storage
GUIDING_RESULTS_1,competitior_hospitals,,floss_s3,S3,a200261,24/10/2023,intermediate storage
GUIDING_RESULTS_1,Local_Authority_District_to_Region_Dec_2020_Eng,,floss_s3,UploadedFiles,a200261,02/08/2023,intermediate storage
GUIDING_RESULTS_1,ONS_LA_D_to_C__April_2021_Eng,,floss_s3,UploadedFiles,a200261,02/08/2023,intermediate storage
GUIDING_RESULTS_1,postcode_with_areas,,floss_s3,UploadedFiles,a200261,04/08/2023,intermediate storage
GUIDING_RESULTS_1,tu_with_county,,floss_s3,S3,a200261,24/10/2023,intermediate storage
GUIDING_RESULTS_1,tu_with_county,,floss_s3,S3,a200261,24/10/2023,intermediate storage
GUIDING_RESULTS_1,clmvst,,,UploadedFiles,a200261,27/10/2023,#N/A
HCA_SME_REBATES,life_status_movement_v,life_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,16/10/2023,input data
HCA_SME_REBATES,life_status_movement_v,life_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,16/10/2023,input data
HCA_SME_REBATES,member_details_v,member_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,11/01/2024,input data
HCA_SME_REBATES,member_plancoverage_v,member_plancoverage_v,agi_health_flosc_postgresql,PostgreSQL,a182377,02/06/2023,input data
HCA_SME_REBATES,plantab1_v,plantab1_v,agi_health_flosc_postgresql,PostgreSQL,a182377,18/10/2023,input data
HCA_SME_REBATES,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a182377,06/11/2023,input data
HCA_SME_REBATES,policy_details_latest_v,policy_details_latest_v,agi_health_flosc_postgresql,PostgreSQL,a182377,20/10/2023,input data
HCA_SME_REBATES,policy_details_v,policy_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,20/10/2023,input data
HCA_SME_REBATES,policy_status_movement_v,policy_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,09/01/2024,input data
HCA_SME_REBATES,policy_status_movement_v,policy_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,09/01/2024,input data
HCA_SME_REBATES,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a182377,30/05/2023,input data
HCA_SME_REBATES,CLFILE,CLFILE,BSS_SQL_Marts,SQLServer,a182377,25/10/2023,output storage
HCA_SME_REBATES,postcode_town_mapping,postcode_town_mapping,bss_ukhflosc_postgres,PostgreSQL,a182377,25/05/2023,output storage
HCA_SME_REBATES,active_members_and_pols,,filesystem_managed,Filesystem,a182377,16/10/2023,intermediate storage
HCA_SME_REBATES,active_members_and_pols,,filesystem_managed,Filesystem,a182377,16/10/2023,intermediate storage
HCA_SME_REBATES,all_clms_data,,filesystem_managed,Filesystem,a182377,25/10/2023,intermediate storage
HCA_SME_REBATES,consumer_list,,filesystem_managed,Filesystem,a182377,18/05/2023,intermediate storage
HCA_SME_REBATES,consumer_list,,filesystem_managed,Filesystem,a182377,18/05/2023,intermediate storage
HCA_SME_REBATES,ext_pols_only,,filesystem_managed,Filesystem,a182377,11/01/2024,intermediate storage
HCA_SME_REBATES,ind_canx,,filesystem_managed,Filesystem,a182377,16/10/2023,intermediate storage
HCA_SME_REBATES,ind_name_postcode,,filesystem_managed,Filesystem,a182377,22/05/2023,intermediate storage
HCA_SME_REBATES,ind_name_postcode,,filesystem_managed,Filesystem,a182377,22/05/2023,intermediate storage
HCA_SME_REBATES,ind_pcode_dob,,filesystem_managed,Filesystem,a182377,22/05/2023,intermediate storage
HCA_SME_REBATES,ind_poss_canx_and_reissue,,filesystem_managed,Filesystem,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,ind_poss_canx_and_reissue,,filesystem_managed,Filesystem,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,ind_reissue,,filesystem_managed,Filesystem,a182377,16/10/2023,intermediate storage
HCA_SME_REBATES,life_status_movement_filtered,,filesystem_managed,Filesystem,a182377,09/05/2023,intermediate storage
HCA_SME_REBATES,output_to_use,,filesystem_managed,Filesystem,a182377,11/01/2024,intermediate storage
HCA_SME_REBATES,plans,,filesystem_managed,Filesystem,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,pmi_claims_filtered,,filesystem_managed,Filesystem,a182377,06/11/2023,intermediate storage
HCA_SME_REBATES,pmi_claims_filtered,,filesystem_managed,Filesystem,a182377,06/11/2023,intermediate storage
HCA_SME_REBATES,pol_plans_v2,,filesystem_managed,Filesystem,a182377,09/05/2023,intermediate storage
HCA_SME_REBATES,policy_details_query,,filesystem_managed,Filesystem,a182377,02/06/2023,intermediate storage
HCA_SME_REBATES,policy_plans_test,,filesystem_managed,Filesystem,a182377,11/01/2024,intermediate storage
HCA_SME_REBATES,poss_canxx_and_reissue,,filesystem_managed,Filesystem,a182377,26/05/2023,intermediate storage
HCA_SME_REBATES,sme_poss_canx,,filesystem_managed,Filesystem,a182377,26/05/2023,intermediate storage
HCA_SME_REBATES,sme_poss_reissue,,filesystem_managed,Filesystem,a182377,26/05/2023,intermediate storage
HCA_SME_REBATES,temp_test,,filesystem_managed,Filesystem,a182377,21/04/2023,intermediate storage
HCA_SME_REBATES,active_member_pols_test,,floss_s3,S3,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,all_claims_data,,floss_s3,S3,a182377,14/11/2023,intermediate storage
HCA_SME_REBATES,all_claims_data_dis_pols,,floss_s3,S3,a182377,14/11/2023,intermediate storage
HCA_SME_REBATES,all_claims_data_test,,floss_s3,S3,a182377,10/11/2023,intermediate storage
HCA_SME_REBATES,all_claims_data_test_joined,,floss_s3,S3,a182377,14/11/2023,intermediate storage
HCA_SME_REBATES,ind_canx_filtered,,floss_s3,S3,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,ind_canx_filtered,,floss_s3,S3,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,ind_pcode_dob_joined,,floss_s3,S3,a182377,20/10/2023,intermediate storage
HCA_SME_REBATES,ind_pcode_dob_joined,,floss_s3,S3,a182377,20/10/2023,intermediate storage
HCA_SME_REBATES,ind_poss_canx_and_reissue_filtered,,floss_s3,S3,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,ind_poss_canx_and_reissue_filtered,,floss_s3,S3,a182377,23/10/2023,intermediate storage
HCA_SME_REBATES,IND_REISSUE_SAS_joined,,floss_s3,S3,a182377,20/10/2023,intermediate storage
HCA_SME_REBATES,OUTPUT_hca_sme_ind_sas_joined,,floss_s3,S3,a182377,03/11/2023,intermediate storage
HCA_SME_REBATES,POL_DETS_PLANS_SAS_joined,,floss_s3,S3,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,POL_DETS_PLANS_SAS_joined_joined,,floss_s3,S3,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,POL_DETS_PLANS_SAS_joined_joined,,floss_s3,S3,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,pol_plans,,floss_s3,S3,a182377,17/08/2023,intermediate storage
HCA_SME_REBATES,policy_status_movement_v_filtered,,floss_s3,S3,a182377,04/10/2023,intermediate storage
HCA_SME_REBATES,policy_status_movements_filtered,,floss_s3,S3,a200329,02/05/2023,intermediate storage
HCA_SME_REBATES,policy_status_movements_filtered,,floss_s3,S3,a200329,02/05/2023,intermediate storage
HCA_SME_REBATES,psm_pol_test,,floss_s3,S3,a182377,19/10/2023,intermediate storage
HCA_SME_REBATES,psm_pol_test,,floss_s3,S3,a182377,19/10/2023,intermediate storage
HCA_SME_REBATES,pyspark_s3_test,,floss_s3,S3,a182377,30/05/2023,intermediate storage
HCA_SME_REBATES,query_for_clfile,,floss_s3,S3,a182377,25/10/2023,intermediate storage
HCA_SME_REBATES,query_for_clfile,,floss_s3,S3,a182377,25/10/2023,intermediate storage
HCA_SME_REBATES,SME_POSS_REISSUE_SAS_joined,,floss_s3,S3,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,SME_POSS_REISSUE_SAS_joined,,floss_s3,S3,a182377,18/10/2023,intermediate storage
HCA_SME_REBATES,all_claims_data_sas,,,UploadedFiles,a182377,10/11/2023,#N/A
HCA_SME_REBATES,IND_PCODE_DOB_1,,,UploadedFiles,a182377,20/10/2023,#N/A
HCA_SME_REBATES,IND_PCODE_DOB_1,,,UploadedFiles,a182377,20/10/2023,#N/A
HCA_SME_REBATES,IND_REISSUE_SAS,,,UploadedFiles,a182377,20/10/2023,#N/A
HCA_SME_REBATES,OUTPUT_hca_sme_ind_sas,,,UploadedFiles,a182377,03/11/2023,#N/A
HCA_SME_REBATES,POL_DETS_PLANS_SAS,,,UploadedFiles,a182377,18/10/2023,#N/A
HCA_SME_REBATES,SME_POSS_REISSUE_SAS,,,UploadedFiles,a182377,18/10/2023,#N/A
HCA_SME_REBATES,SME_POSS_REISSUE_SAS,,,UploadedFiles,a182377,18/10/2023,#N/A
HEALTH_STRATEGY_HOSP,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,31/03/2023,input data
HEALTH_STRATEGY_HOSP,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,31/03/2023,input data
HEALTH_STRATEGY_HOSP,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,31/03/2023,input data
HEALTH_STRATEGY_HOSP,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,31/03/2023,input data
HEALTH_STRATEGY_HOSP,output,,floss_s3,S3,a200261,18/10/2023,intermediate storage
HEALTH_STRATEGY_HOSP,output2,,floss_s3,S3,a200261,18/10/2023,intermediate storage
HEALTH_STRATEGY_HOSP,output2,,floss_s3,S3,a200261,18/10/2023,intermediate storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,all_mem_sub_details,HEALTH_STRATEGY_HOSP_MIX_EDIT_all_members_sub_details,bss_ukhflosc_mssql,SQLServer,a200261,01/08/2023,output storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,all_members_sub_details,HEALTH_STRATEGY_HOSP_MIX_EDIT_all_members_sub_details,bss_ukhflosc_mssql,SQLServer,a200261,01/08/2023,output storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,claims_sub_details,HEALTH_STRATEGY_HOSP_MIX_EDIT_claims_sub_details,bss_ukhflosc_mssql,SQLServer,a200261,01/08/2023,output storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,28/07/2023,output storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a200261,28/07/2023,input data
HEALTH_STRATEGY_HOSP_MIX_EDIT,claims_details,,floss_s3,S3,a200261,01/08/2023,intermediate storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,claims_visit,,floss_s3,S3,a200261,17/10/2023,intermediate storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,memb_postcode,,floss_s3,S3,a200261,17/08/2023,intermediate storage
HEALTH_STRATEGY_HOSP_MIX_EDIT,condgrouper_sas,,,UploadedFiles,a200261,30/03/2023,#N/A
HEALTH_STRATEGY_HOSP_MIX_EDIT,cqc_his_rating,,,UploadedFiles,a200261,30/03/2023,#N/A
HEALTH_STRATEGY_HOSP_MIX_EDIT,cqc_ratings_audit,,,UploadedFiles,a200261,13/10/2023,#N/A
HIP_COVERAGE_STATS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,21/06/2023,input data
HIP_COVERAGE_STATS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,22/06/2023,input data
HIP_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
HIP_COVERAGE_STATS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a200261,03/03/2023,output storage
HIP_COVERAGE_STATS,vw_acpm_thi_ntwrk_ins,vw_acpm_thi_ntwrk_ins,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
HIP_COVERAGE_STATS,vw_acpm_thi_ntwrk_mem,vw_acpm_thi_ntwrk_mem,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
HIP_COVERAGE_STATS,vw_acpm_thi_practitioner,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,23/06/2023,input data
HIP_COVERAGE_STATS,vw_acpm_thi_ql_ratin_mapng,vw_acpm_thi_ql_ratin_mapng,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
HIP_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
HIP_COVERAGE_STATS,vw_acpm_thi_tu_ql_body,vw_acpm_thi_tu_ql_body,fdp_datalake_hive,JDBC,a200261,06/03/2023,input data
HIP_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,distance_travelled,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,first_choice,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,first_choice,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,network_coverage,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,no_choices,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,ntw_mem,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,ntw_mem,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,pmi_ntw_claims,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,pmi_ntw_claims,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIP_COVERAGE_STATS,provider_usage,,floss_s3,S3,a200261,03/10/2023,intermediate storage
HIPKNEECLAIMCOST,claim_visits_v,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a214148,14/02/2024,input data
HIPKNEECLAIMCOST,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a214148,01/03/2024,input data
HIPKNEECLAIMCOST,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a214148,01/03/2024,input data
HIPKNEECLAIMCOST,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a214148,14/02/2024,input data
HIPKNEECLAIMCOST,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a214148,14/02/2024,input data
HIPKNEECLAIMCOST,onspd_nov_2023_uk,onspd_nov_2023_uk,bss_ukhflosc_postgres,PostgreSQL,a214148,12/03/2024,output storage
HIPKNEECLAIMCOST,onspd_nov_2023_uk,onspd_nov_2023_uk,bss_ukhflosc_postgres,PostgreSQL,a214148,12/03/2024,output storage
HIPKNEECLAIMCOST,Jan-22,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,Jul-23,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,after_may_hip,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,all_network,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,all_network,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,av_claim_year,,floss_s3,S3,a214148,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,before_may_hip,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,both_non_network,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,by_month_average_spend,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,code_explore,,floss_s3,S3,a214148,05/03/2024,intermediate storage
HIPKNEECLAIMCOST,code_explore,,floss_s3,S3,a214148,05/03/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics_knee,,floss_s3,S3,a214148,23/02/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics_knee,,floss_s3,S3,a214148,23/02/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics_n_last,,floss_s3,S3,a214148,23/02/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics_network,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,diagnostics_network,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,exploring_av_cost,,floss_s3,S3,a214148,21/02/2024,intermediate storage
HIPKNEECLAIMCOST,filtered_claim_visits,,floss_s3,S3,a214148,01/03/2024,intermediate storage
HIPKNEECLAIMCOST,filtered_claims_directive,,floss_s3,S3,a214148,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,filtered_claims_directive,,floss_s3,S3,a214148,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,filtered_five_years,,floss_s3,S3,a214148,13/03/2024,intermediate storage
HIPKNEECLAIMCOST,filtered_postcodes,,floss_s3,S3,a214148,13/03/2024,intermediate storage
HIPKNEECLAIMCOST,h_total_spend,,floss_s3,S3,a214148,23/02/2024,intermediate storage
HIPKNEECLAIMCOST,hct,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_by_provider,,floss_s3,S3,a214148,01/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_by_provider,,floss_s3,S3,a214148,01/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_claim_length_non_network,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_code_volume,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_lifetime_claim_length_network,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_lifetime_claims_non_network,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network,,floss_s3,S3,a214148,18/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_all,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_claim_journey,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_dist,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_month_av_spend,,floss_s3,S3,a214148,15/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_pstages,,floss_s3,S3,a214148,21/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_network_volume_month,,floss_s3,S3,a214148,16/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_nn_claim_av_month,,floss_s3,S3,a214148,15/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_nn_claims_journey,,floss_s3,S3,a214148,22/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_nn_vol_month,,floss_s3,S3,a214148,16/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_non_network,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_non_network_claim_length_dist,,floss_s3,S3,a214148,19/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarter_diag,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarter_diag,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarter_last3,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarter_last6,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarterly,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_quarterly,,floss_s3,S3,a214148,08/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_region,,floss_s3,S3,a214148,13/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_rfp_info,,floss_s3,S3,a214148,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_six_month_claims,,floss_s3,S3,a214148,26/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_test1,,floss_s3,S3,cartemp,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_test2,,floss_s3,S3,cartemp,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_test3,,floss_s3,S3,cartemp,11/03/2024,intermediate storage
HIPKNEECLAIMCOST,hip_year_claims,,floss_s3,S3,a214148,26/02/2024,intermediate storage
HIPKNEECLAIMCOST,hip_year_claims,,floss_s3,S3,a214148,26/02/2024,intermediate storage
HIPKNEECLAIMCOST,hmri,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hmri,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hnn_ct,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hnn_mri,,floss_s3,S3,a214148,12/03/2024,intermediate storage
HIPKNEECLAIMCOST,hnn_p1,,floss_s3,S3,a214148,12/03/2024,intermediate storage
